 # Polarisation optical depth (Siebenmorgen 2023, A&A 670A,115; SC 2023 doi: 10.48550/arXiv.2311.03310)
 # wel         sigp_aC     sigp_Si      sigp_dark    sigt
 #----------------------------------------------------------------------------------------
   1.000E-04   7.407E-04   1.267E-03   7.783E-04   4.614E-01
   9.500E-05   7.894E-04   1.463E-03   7.342E-04   4.953E-01
   9.300E-05   8.087E-04   1.549E-03   7.157E-04   5.106E-01
   9.200E-05   8.184E-04   1.594E-03   7.062E-04   5.186E-01
   9.100E-05   8.280E-04   1.640E-03   6.966E-04   5.269E-01
   9.000E-05   8.377E-04   1.688E-03   6.871E-04   5.356E-01
   8.900E-05   8.475E-04   1.736E-03   6.776E-04   5.445E-01
   8.800E-05   8.576E-04   1.786E-03   6.682E-04   5.538E-01
   8.700E-05   8.678E-04   1.837E-03   6.588E-04   5.635E-01
   8.600E-05   8.782E-04   1.888E-03   6.494E-04   5.735E-01
   8.500E-05   8.891E-04   1.941E-03   6.401E-04   5.839E-01
   8.400E-05   9.005E-04   1.994E-03   6.306E-04   5.946E-01
   8.330E-05   9.087E-04   2.031E-03   6.240E-04   6.024E-01
   8.200E-05   9.245E-04   2.102E-03   6.116E-04   6.174E-01
   8.100E-05   9.371E-04   2.157E-03   6.020E-04   6.293E-01
   8.000E-05   9.502E-04   2.212E-03   5.921E-04   6.417E-01
   7.900E-05   9.636E-04   2.268E-03   5.820E-04   6.545E-01
   7.800E-05   9.772E-04   2.325E-03   5.716E-04   6.677E-01
   7.700E-05   9.910E-04   2.383E-03   5.608E-04   6.813E-01
   7.600E-05   1.005E-03   2.443E-03   5.495E-04   6.954E-01
   7.500E-05   1.019E-03   2.505E-03   5.377E-04   7.098E-01
   7.400E-05   1.032E-03   2.568E-03   5.257E-04   7.246E-01
   7.300E-05   1.046E-03   2.634E-03   5.133E-04   7.398E-01
   7.140E-05   1.067E-03   2.745E-03   4.926E-04   7.651E-01
   7.100E-05   1.072E-03   2.774E-03   4.874E-04   7.716E-01
   7.000E-05   1.085E-03   2.848E-03   4.744E-04   7.882E-01
   6.900E-05   1.097E-03   2.925E-03   4.613E-04   8.054E-01
   6.800E-05   1.110E-03   3.003E-03   4.485E-04   8.232E-01
   6.700E-05   1.123E-03   3.083E-03   4.361E-04   8.417E-01
   6.600E-05   1.135E-03   3.162E-03   4.239E-04   8.608E-01
   6.500E-05   1.148E-03   3.241E-03   4.121E-04   8.807E-01
   6.400E-05   1.161E-03   3.317E-03   4.007E-04   9.014E-01
   6.300E-05   1.174E-03   3.391E-03   3.893E-04   9.229E-01
   6.250E-05   1.181E-03   3.427E-03   3.836E-04   9.340E-01
   6.200E-05   1.187E-03   3.463E-03   3.779E-04   9.453E-01
   6.100E-05   1.200E-03   3.534E-03   3.663E-04   9.685E-01
   6.000E-05   1.212E-03   3.605E-03   3.542E-04   9.926E-01
   5.900E-05   1.225E-03   3.681E-03   3.417E-04   1.018E+00
   5.800E-05   1.236E-03   3.762E-03   3.287E-04   1.043E+00
   5.700E-05   1.248E-03   3.851E-03   3.154E-04   1.070E+00
   5.600E-05   1.258E-03   3.949E-03   3.019E-04   1.098E+00
   5.500E-05   1.267E-03   4.053E-03   2.886E-04   1.126E+00
   5.477E-05   1.269E-03   4.078E-03   2.856E-04   1.134E+00
   5.400E-05   1.275E-03   4.164E-03   2.756E-04   1.156E+00
   5.300E-05   1.281E-03   4.277E-03   2.631E-04   1.187E+00
   5.200E-05   1.286E-03   4.389E-03   2.513E-04   1.218E+00
   5.100E-05   1.289E-03   4.494E-03   2.400E-04   1.251E+00
   5.000E-05   1.291E-03   4.593E-03   2.292E-04   1.284E+00
   4.900E-05   1.290E-03   4.683E-03   2.187E-04   1.319E+00
   4.880E-05   1.290E-03   4.701E-03   2.166E-04   1.326E+00
   4.800E-05   1.287E-03   4.771E-03   2.083E-04   1.355E+00
   4.760E-05   1.285E-03   4.807E-03   2.041E-04   1.370E+00
   4.700E-05   1.282E-03   4.860E-03   1.978E-04   1.392E+00
   4.650E-05   1.279E-03   4.905E-03   1.926E-04   1.411E+00
   4.600E-05   1.275E-03   4.952E-03   1.875E-04   1.430E+00
   4.550E-05   1.271E-03   5.003E-03   1.821E-04   1.450E+00
   4.500E-05   1.266E-03   5.058E-03   1.770E-04   1.469E+00
   4.440E-05   1.259E-03   5.129E-03   1.710E-04   1.493E+00
   4.350E-05   1.247E-03   5.249E-03   1.625E-04   1.530E+00
   4.170E-05   1.217E-03   5.479E-03   1.470E-04   1.608E+00
   4.000E-05   1.179E-03   5.645E-03   1.335E-04   1.684E+00
   3.850E-05   1.138E-03   5.793E-03   1.216E-04   1.752E+00
   3.656E-05   1.072E-03   6.024E-03   1.078E-04   1.839E+00
   3.570E-05   1.038E-03   6.113E-03   1.011E-04   1.879E+00
   3.330E-05   9.305E-04   6.360E-03   8.574E-05   1.990E+00
   3.130E-05   8.257E-04   6.545E-03   7.441E-05   2.084E+00
   3.000E-05   7.522E-04   6.650E-03   6.647E-05   2.150E+00
   2.940E-05   7.177E-04   6.822E-03   6.341E-05   2.181E+00
   2.780E-05   6.191E-04   7.019E-03   5.626E-05   2.274E+00
   2.630E-05   5.296E-04   7.135E-03   4.914E-05   2.400E+00
   2.500E-05   4.599E-04   7.388E-03   4.453E-05   2.577E+00
   2.380E-05   3.983E-04   7.540E-03   3.979E-05   2.886E+00
   2.270E-05   3.411E-04   7.492E-03   3.636E-05   3.260E+00
   2.170E-05   2.992E-04   7.424E-03   3.400E-05   3.490E+00
   2.080E-05   2.629E-04   7.584E-03   3.018E-05   3.477E+00
   2.000E-05   2.337E-04   7.141E-03   2.855E-05   3.328E+00
   1.920E-05   2.153E-04   6.216E-03   2.542E-05   3.142E+00
   1.850E-05   2.015E-04   5.693E-03   2.239E-05   3.033E+00
   1.790E-05   1.849E-04   5.202E-03   2.064E-05   2.980E+00
   1.720E-05   1.665E-04   4.634E-03   1.701E-05   2.978E+00
   1.670E-05   1.543E-04   4.200E-03   1.353E-05   3.004E+00
   1.610E-05   1.387E-04   3.649E-03   1.037E-05   3.089E+00
   1.560E-05   1.259E-04   3.169E-03   6.215E-06   3.205E+00
   1.520E-05   1.162E-04   2.756E-03   4.169E-06   3.339E+00
   1.470E-05   1.058E-04   2.242E-03   7.354E-06   3.531E+00
   1.430E-05   9.947E-05   1.836E-03   1.250E-05   3.703E+00
   1.390E-05   9.593E-05   1.526E-03   1.559E-05   3.837E+00
   1.350E-05   9.522E-05   1.255E-03   1.646E-05   3.967E+00
   1.320E-05   9.680E-05   1.087E-03   1.833E-05   4.070E+00
   1.280E-05   1.019E-04   9.241E-04   2.022E-05   4.227E+00
   1.250E-05   1.094E-04   8.734E-04   2.023E-05   4.363E+00
   1.220E-05   1.211E-04   8.182E-04   2.128E-05   4.525E+00
   1.190E-05   1.363E-04   7.494E-04   2.140E-05   4.725E+00
   1.160E-05   1.510E-04   6.840E-04   2.268E-05   4.947E+00
   1.140E-05   1.601E-04   6.360E-04   2.439E-05   5.112E+00
   1.110E-05   1.726E-04   5.827E-04   2.249E-05   5.384E+00
   1.080E-05   1.836E-04   5.535E-04   2.220E-05   5.781E+00
   1.050E-05   1.929E-04   5.572E-04   2.356E-05   6.280E+00
   1.030E-05   1.983E-04   5.794E-04   2.227E-05   6.716E+00
   1.000E-05   2.046E-04   6.452E-04   2.344E-05   7.344E+00
   9.750E-06   2.087E-04   7.469E-04   2.069E-05   7.919E+00
   9.500E-06   2.116E-04   8.847E-04   2.174E-05   8.548E+00
   9.250E-06   2.131E-04   1.028E-03   1.839E-05   9.118E+00
   9.080E-06   2.134E-04   1.123E-03   1.858E-05   9.443E+00
