 #   Flux in [erg/s/Hz/ster] per g IM
 # wel(mu)  emis_tot  emis_c    emis_Si   emis_pol  emi_Dark  emi_vgr   emi_vsi   epah_s+b  ISRF j_v
  5.00E+01  6.61E-13  3.18E-14  6.94E-16  3.91E-16  2.10E-16  1.89E-13  4.40E-13  3.30E-16  3.57E-17
  4.50E+01  6.35E-13  9.88E-15  1.53E-16  1.11E-16  3.46E-17  2.17E-13  4.08E-13  3.50E-16  2.89E-17
  4.00E+01  6.12E-13  2.03E-15  2.18E-17  2.02E-17  3.38E-18  2.48E-13  3.61E-13  3.73E-16  2.31E-17
  3.50E+01  5.55E-13  2.43E-16  1.59E-18  2.08E-18  1.60E-19  2.55E-13  2.99E-13  4.03E-16  1.82E-17
  3.00E+01  4.21E-13  1.30E-17  4.31E-20  8.97E-20  2.49E-21  1.88E-13  2.32E-13  4.65E-16  1.45E-17
  2.75E+01  3.32E-13  1.89E-18  4.04E-21  1.12E-20  1.69E-22  1.31E-13  2.01E-13  5.42E-16  1.29E-17
  2.50E+01  2.55E-13  1.76E-19  2.26E-22  8.74E-22  6.39E-24  8.20E-14  1.72E-13  7.78E-16  1.14E-17
  2.40E+01  2.28E-13  5.88E-20  5.94E-23  2.70E-22  1.41E-24  6.65E-14  1.61E-13  1.03E-15  1.08E-17
  2.35E+01  2.17E-13  3.28E-20  2.92E-23  1.45E-22  6.34E-25  5.98E-14  1.56E-13  1.18E-15  1.05E-17
  2.32E+01  2.10E-13  2.28E-20  1.88E-23  9.78E-23  3.84E-25  5.60E-14  1.53E-13  1.25E-15  1.03E-17
  2.31E+01  2.08E-13  2.02E-20  1.62E-23  8.57E-23  3.24E-25  5.48E-14  1.51E-13  1.27E-15  1.03E-17
  2.30E+01  2.05E-13  1.78E-20  1.39E-23  7.50E-23  2.73E-25  5.36E-14  1.50E-13  1.28E-15  1.02E-17
  2.25E+01  1.95E-13  9.38E-21  6.39E-24  3.75E-23  1.13E-25  4.81E-14  1.46E-13  1.30E-15  9.93E-18
  2.20E+01  1.86E-13  4.78E-21  2.84E-24  1.82E-23  4.51E-26  4.31E-14  1.42E-13  1.33E-15  9.65E-18
  2.15E+01  1.77E-13  2.36E-21  1.21E-24  8.53E-24  1.71E-26  3.87E-14  1.37E-13  1.41E-15  9.37E-18
  2.12E+01  1.72E-13  1.53E-21  7.13E-25  5.32E-24  9.39E-27  3.62E-14  1.35E-13  1.45E-15  9.21E-18
  2.11E+01  1.71E-13  1.31E-21  5.95E-25  4.53E-24  7.65E-27  3.55E-14  1.34E-13  1.45E-15  9.16E-18
  2.10E+01  1.69E-13  1.13E-21  4.96E-25  3.85E-24  6.22E-27  3.47E-14  1.33E-13  1.45E-15  9.10E-18
  2.08E+01  1.66E-13  8.30E-22  3.42E-25  2.75E-24  4.08E-27  3.32E-14  1.31E-13  1.42E-15  8.99E-18
  2.00E+01  1.55E-13  2.24E-22  7.13E-26  6.76E-25  6.93E-28  2.80E-14  1.26E-13  1.30E-15  8.57E-18
  1.95E+01  1.48E-13  9.40E-23  2.48E-26  2.66E-25  2.12E-28  2.53E-14  1.22E-13  1.37E-15  8.51E-18
  1.90E+01  1.41E-13  3.78E-23  8.10E-27  1.00E-25  6.03E-29  2.28E-14  1.16E-13  1.62E-15  8.44E-18
  1.85E+01  1.31E-13  1.44E-23  2.45E-27  3.57E-26  1.58E-29  2.06E-14  1.09E-13  2.05E-15  8.38E-18
  1.83E+01  1.27E-13  9.69E-24  1.49E-27  2.33E-26  9.06E-30  1.98E-14  1.05E-13  2.20E-15  8.35E-18
  1.82E+01  1.25E-13  7.90E-24  1.15E-27  1.87E-26  6.81E-30  1.94E-14  1.03E-13  2.24E-15  8.33E-18
  1.81E+01  1.22E-13  6.42E-24  8.89E-28  1.49E-26  5.09E-30  1.90E-14  1.01E-13  2.27E-15  8.32E-18
  1.80E+01  1.20E-13  5.21E-24  6.83E-28  1.19E-26  3.80E-30  1.87E-14  9.90E-14  2.28E-15  8.30E-18
  1.75E+01  1.07E-13  1.78E-24  1.73E-28  3.75E-27  8.30E-31  1.70E-14  8.79E-14  2.29E-15  8.22E-18
  1.70E+01  9.44E-14  5.60E-25  3.90E-29  1.09E-27  1.63E-31  1.55E-14  7.61E-14  2.76E-15  8.13E-18
  1.67E+01  8.71E-14  2.73E-25  1.50E-29  5.02E-28  5.84E-32  1.47E-14  6.92E-14  3.22E-15  8.08E-18
  1.65E+01  8.21E-14  1.67E-25  7.71E-30  2.96E-28  0.00E+00  1.42E-14  6.46E-14  3.38E-15  8.04E-18
  1.64E+01  7.96E-14  1.30E-25  5.48E-30  2.26E-28  0.00E+00  1.39E-14  6.23E-14  3.36E-15  8.02E-18
  1.63E+01  7.71E-14  1.01E-25  3.87E-30  1.72E-28  0.00E+00  1.37E-14  6.01E-14  3.29E-15  8.00E-18
  1.61E+01  7.21E-14  5.97E-26  1.89E-30  9.82E-29  0.00E+00  1.32E-14  5.58E-14  3.06E-15  7.96E-18
  1.60E+01  6.97E-14  4.58E-26  1.31E-30  7.38E-29  0.00E+00  1.30E-14  5.38E-14  2.95E-15  7.94E-18
  1.59E+01  6.74E-14  3.51E-26  8.99E-31  5.53E-29  0.00E+00  1.28E-14  5.18E-14  2.87E-15  7.92E-18
  1.58E+01  6.52E-14  2.67E-26  6.14E-31  4.13E-29  0.00E+00  1.26E-14  4.98E-14  2.81E-15  7.90E-18
  1.57E+01  6.31E-14  2.02E-26  4.17E-31  3.06E-29  0.00E+00  1.24E-14  4.80E-14  2.76E-15  7.88E-18
  1.56E+01  6.10E-14  1.53E-26  2.82E-31  2.27E-29  0.00E+00  1.22E-14  4.62E-14  2.70E-15  7.86E-18
  1.54E+01  5.71E-14  8.69E-27  1.28E-31  1.23E-29  0.00E+00  1.18E-14  4.27E-14  2.62E-15  7.82E-18
  1.52E+01  5.37E-14  4.83E-27  5.74E-32  6.54E-30  0.00E+00  1.14E-14  3.95E-14  2.75E-15  7.77E-18
  1.51E+01  5.21E-14  3.58E-27  0.00E+00  4.73E-30  0.00E+00  1.12E-14  3.80E-14  2.84E-15  7.75E-18
  1.50E+01  5.05E-14  2.64E-27  0.00E+00  3.40E-30  0.00E+00  1.11E-14  3.66E-14  2.85E-15  7.73E-18
  1.45E+01  4.43E-14  5.38E-28  0.00E+00  6.16E-31  0.00E+00  1.03E-14  3.05E-14  3.59E-15  7.61E-18
  1.44E+01  4.35E-14  3.87E-28  0.00E+00  4.32E-31  0.00E+00  1.01E-14  2.94E-14  3.96E-15  7.58E-18
  1.43E+01  4.30E-14  2.77E-28  0.00E+00  3.02E-31  0.00E+00  9.98E-15  2.87E-14  4.28E-15  7.56E-18
  1.42E+01  4.23E-14  1.97E-28  0.00E+00  2.09E-31  0.00E+00  9.84E-15  2.80E-14  4.45E-15  7.53E-18
  1.40E+01  4.15E-14  9.84E-29  0.00E+00  9.92E-32  0.00E+00  9.58E-15  2.71E-14  4.84E-15  7.48E-18
  1.38E+01  4.21E-14  4.82E-29  0.00E+00  4.60E-32  0.00E+00  9.32E-15  2.67E-14  6.11E-15  7.43E-18
  1.37E+01  4.33E-14  3.34E-29  0.00E+00  3.10E-32  0.00E+00  9.19E-15  2.69E-14  7.27E-15  7.40E-18
  1.36E+01  4.46E-14  2.31E-29  0.00E+00  2.08E-32  0.00E+00  9.07E-15  2.71E-14  8.42E-15  7.38E-18
  1.35E+01  4.52E-14  1.59E-29  0.00E+00  1.39E-32  0.00E+00  8.96E-15  2.73E-14  8.99E-15  7.35E-18
  1.34E+01  4.62E-14  1.08E-29  0.00E+00  9.25E-33  0.00E+00  8.84E-15  2.76E-14  9.74E-15  7.32E-18
  1.33E+01  4.80E-14  7.36E-30  0.00E+00  6.09E-33  0.00E+00  8.73E-15  2.80E-14  1.13E-14  7.29E-18
  1.32E+01  5.09E-14  4.97E-30  0.00E+00  3.99E-33  0.00E+00  8.62E-15  2.84E-14  1.39E-14  7.27E-18
  1.31E+01  5.55E-14  3.33E-30  0.00E+00  2.59E-33  0.00E+00  8.51E-15  2.88E-14  1.82E-14  7.24E-18
  1.29E+01  7.54E-14  1.46E-30  0.00E+00  1.06E-33  0.00E+00  8.30E-15  2.96E-14  3.75E-14  7.18E-18
  1.28E+01  9.34E-14  9.56E-31  0.00E+00  6.74E-34  0.00E+00  8.20E-15  3.02E-14  5.50E-14  7.15E-18
  1.27E+01  1.05E-13  6.23E-31  0.00E+00  4.26E-34  0.00E+00  8.10E-15  3.08E-14  6.65E-14  7.12E-18
  1.26E+01  9.66E-14  4.04E-31  0.00E+00  2.67E-34  0.00E+00  8.00E-15  3.14E-14  5.72E-14  7.09E-18
  1.25E+01  8.20E-14  2.59E-31  0.00E+00  1.66E-34  0.00E+00  7.91E-15  3.19E-14  4.21E-14  7.06E-18
  1.22E+01  7.40E-14  6.63E-32  0.00E+00  3.84E-35  0.00E+00  7.61E-15  3.36E-14  3.28E-14  6.97E-18
  1.21E+01  7.95E-14  0.00E+00  0.00E+00  2.31E-35  0.00E+00  7.52E-15  3.43E-14  3.77E-14  6.91E-18
  1.20E+01  8.41E-14  0.00E+00  0.00E+00  1.37E-35  0.00E+00  7.42E-15  3.50E-14  4.16E-14  6.85E-18
  1.19E+01  8.47E-14  0.00E+00  0.00E+00  8.17E-36  0.00E+00  7.33E-15  3.58E-14  4.16E-14  6.80E-18
  1.18E+01  8.50E-14  0.00E+00  0.00E+00  4.80E-36  0.00E+00  7.23E-15  3.65E-14  4.12E-14  6.74E-18
  1.17E+01  9.02E-14  0.00E+00  0.00E+00  2.79E-36  0.00E+00  7.14E-15  3.73E-14  4.58E-14  6.68E-18
  1.16E+01  1.04E-13  0.00E+00  0.00E+00  1.61E-36  0.00E+00  7.09E-15  3.78E-14  5.89E-14  6.63E-18
  1.15E+01  1.34E-13  0.00E+00  0.00E+00  9.13E-37  0.00E+00  9.74E-15  3.84E-14  8.59E-14  6.57E-18
  1.14E+01  1.75E-13  0.00E+00  0.00E+00  5.13E-37  0.00E+00  7.08E-15  3.91E-14  1.29E-13  6.51E-18
  1.13E+01  2.04E-13  0.00E+00  0.00E+00  2.86E-37  0.00E+00  6.92E-15  3.98E-14  1.57E-13  6.45E-18
  1.12E+01  1.74E-13  0.00E+00  0.00E+00  1.57E-37  0.00E+00  6.81E-15  4.06E-14  1.27E-13  6.40E-18
  1.11E+01  1.28E-13  0.00E+00  0.00E+00  8.57E-38  0.00E+00  6.72E-15  4.15E-14  8.02E-14  6.34E-18
  1.09E+01  8.29E-14  0.00E+00  0.00E+00  2.47E-38  0.00E+00  6.55E-15  4.31E-14  3.32E-14  6.23E-18
  1.05E+01  6.50E-14  0.00E+00  0.00E+00  1.78E-39  0.00E+00  6.24E-15  4.79E-14  1.09E-14  6.00E-18
  1.00E+01  6.10E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.87E-15  4.97E-14  5.41E-15  5.71E-18
  9.80E+00  6.04E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.73E-15  5.00E-14  4.66E-15  5.60E-18
  9.60E+00  5.99E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.59E-15  5.01E-14  4.29E-15  5.48E-18
  9.50E+00  5.92E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.53E-15  4.95E-14  4.21E-15  5.43E-18
  9.40E+00  5.80E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.46E-15  4.83E-14  4.21E-15  5.37E-18
  9.20E+00  5.29E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.32E-15  4.31E-14  4.48E-15  5.25E-18
  8.90E+00  4.35E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.12E-15  3.19E-14  6.51E-15  5.08E-18
  8.70E+00  4.50E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.99E-15  2.54E-14  1.46E-14  4.97E-18
  8.60E+00  4.97E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.92E-15  2.28E-14  2.19E-14  4.91E-18
  8.50E+00  4.10E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.86E-15  2.06E-14  1.56E-14  4.85E-18
  8.40E+00  3.43E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.79E-15  1.84E-14  1.11E-14  4.80E-18
  8.20E+00  2.94E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.66E-15  1.36E-14  1.12E-14  4.68E-18
  8.00E+00  2.97E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.52E-15  8.86E-15  1.63E-14  4.57E-18
  7.90E+00  3.20E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.45E-15  7.29E-15  2.02E-14  4.51E-18
  7.80E+00  3.43E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.38E-15  5.79E-15  2.41E-14  4.45E-18
  7.70E+00  3.47E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.30E-15  4.66E-15  2.57E-14  4.40E-18
  7.60E+00  3.19E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.23E-15  3.87E-15  2.38E-14  4.34E-18
  7.50E+00  2.68E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.16E-15  3.17E-15  1.95E-14  4.28E-18
  7.30E+00  1.85E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.01E-15  2.54E-15  1.19E-14  4.10E-18
  7.20E+00  1.62E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.94E-15  2.40E-15  9.83E-15  3.98E-18
  7.10E+00  1.57E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.86E-15  2.27E-15  9.54E-15  3.86E-18
  7.00E+00  1.92E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.79E-15  2.20E-15  1.32E-14  3.75E-18
  6.90E+00  1.34E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.71E-15  2.13E-15  7.60E-15  3.63E-18
  6.80E+00  1.15E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.64E-15  2.08E-15  5.80E-15  3.52E-18
  6.60E+00  1.09E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.48E-15  1.99E-15  5.42E-15  3.31E-18
  6.40E+00  1.34E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.32E-15  1.89E-15  8.18E-15  3.11E-18
  6.30E+00  1.78E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.20E-15  1.84E-15  1.28E-14  3.01E-18
  6.20E+00  2.22E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.18E-15  1.78E-15  1.73E-14  2.92E-18
  6.10E+00  1.71E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.10E-15  1.73E-15  1.23E-14  2.82E-18
  5.90E+00  9.74E-15  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.93E-15  1.62E-15  5.18E-15  2.64E-18
  5.50E+00  8.05E-15  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.61E-15  1.44E-15  3.99E-15  2.31E-18
  5.30E+00  1.01E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.45E-15  1.38E-15  6.28E-15  2.15E-18
  5.20E+00  1.36E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.37E-15  1.34E-15  9.93E-15  2.08E-18
  5.10E+00  1.72E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.29E-15  1.31E-15  1.36E-14  2.01E-18
  5.00E+00  1.29E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.20E-15  1.29E-15  9.44E-15  1.94E-18
  4.80E+00  7.25E-15  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.03E-15  1.24E-15  3.98E-15  1.80E-18
  4.50E+00  5.64E-15  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.79E-15  1.17E-15  2.68E-15  1.61E-18
  4.00E+00  4.91E-15  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.40E-15  1.07E-15  2.44E-15  1.78E-18
  3.80E+00  4.78E-15  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.25E-15  1.02E-15  2.51E-15  1.84E-18
  3.60E+00  4.87E-15  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.10E-15  9.73E-16  2.79E-15  1.91E-18
  3.40E+00  7.28E-15  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.65E-16  9.16E-16  5.40E-15  1.96E-18
  3.30E+00  1.56E-14  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.99E-16  8.83E-16  1.39E-14  1.99E-18
  3.20E+00  6.50E-15  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.35E-16  8.48E-16  4.82E-15  2.02E-18
  3.15E+00  5.08E-15  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.03E-16  8.30E-16  3.45E-15  2.03E-18
  3.10E+00  4.45E-15  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.71E-16  8.11E-16  2.86E-15  2.04E-18
  3.08E+00  4.29E-15  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.59E-16  8.04E-16  2.72E-15  2.05E-18
  3.05E+00  4.10E-15  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.41E-16  7.93E-16  2.57E-15  2.05E-18
  3.00E+00  3.88E-15  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.11E-16  7.75E-16  2.40E-15  2.07E-18
  2.90E+00  3.59E-15  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.51E-16  7.37E-16  2.20E-15  2.09E-18
  2.80E+00  3.38E-15  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.94E-16  6.97E-16  2.09E-15  2.10E-18
  2.60E+00  3.01E-15  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.84E-16  6.13E-16  1.91E-15  2.25E-18
  2.50E+00  2.83E-15  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.32E-16  5.68E-16  1.83E-15  2.38E-18
  2.20E+00  2.27E-15  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.89E-16  4.29E-16  1.55E-15  2.81E-18
  2.16E+00  2.19E-15  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.71E-16  4.09E-16  1.51E-15  2.87E-18
  2.00E+00  1.88E-15  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.07E-16  3.33E-16  1.34E-15  3.10E-18
  1.66E+00  1.21E-15  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.84E-17  1.82E-16  9.27E-16  3.58E-18
  1.65E+00  1.18E-15  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.53E-17  1.77E-16  9.12E-16  3.59E-18
  1.25E+00  4.85E-16  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.26E-17  4.91E-17  4.13E-16  3.44E-18
  1.23E+00  4.63E-16  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.10E-17  4.59E-17  3.96E-16  3.42E-18
  1.13E+00  3.21E-16  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.19E-17  2.71E-17  2.82E-16  3.31E-18
  1.00E+00  1.81E-16  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.00E-18  1.18E-17  1.64E-16  3.14E-18
  9.50E-01  1.38E-16  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.35E-18  8.05E-18  1.26E-16  3.03E-18
  9.30E-01  1.22E-16  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.81E-18  6.80E-18  1.13E-16  2.99E-18
  9.20E-01  1.15E-16  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.57E-18  6.23E-18  1.06E-16  2.97E-18
  9.10E-01  1.08E-16  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.34E-18  5.70E-18  1.00E-16  2.94E-18
  9.00E-01  1.01E-16  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.13E-18  5.21E-18  9.41E-17  2.92E-18
  8.90E-01  9.49E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.93E-18  4.74E-18  8.83E-17  2.90E-18
  8.80E-01  8.87E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.75E-18  4.31E-18  8.27E-17  2.87E-18
  8.70E-01  8.27E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.58E-18  3.90E-18  7.73E-17  2.85E-18
  8.60E-01  7.70E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.42E-18  3.53E-18  7.21E-17  2.83E-18
  8.50E-01  7.16E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.28E-18  3.18E-18  6.71E-17  2.80E-18
  8.40E-01  6.64E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.14E-18  2.86E-18  6.24E-17  2.78E-18
  8.33E-01  6.29E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.06E-18  2.65E-18  5.92E-17  2.76E-18
  8.20E-01  5.67E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.08E-19  2.29E-18  5.35E-17  2.73E-18
  8.10E-01  5.22E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.05E-19  2.04E-18  4.94E-17  2.71E-18
