 #   Flux in [erg/s/Hz/ster] per g IM
 # wel(mu)  emis_tot  emis_c    emis_Si   emis_pol  emi_Dark  emi_vgr   emi_vsi   epah_s+b  ISRF j_v
  8.33E-01  3.78E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.72E-19  1.33E-18  3.56E-17  2.76E-18
  8.20E-01  3.40E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.50E-19  1.15E-18  3.21E-17  2.73E-18
  8.10E-01  3.13E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.65E-19  1.03E-18  2.97E-17  2.71E-18
  8.00E-01  2.88E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.88E-19  9.13E-19  2.73E-17  2.68E-18
  7.90E-01  2.64E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.18E-19  8.09E-19  2.51E-17  2.66E-18
  7.80E-01  2.41E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.55E-19  7.13E-19  2.29E-17  2.63E-18
  7.70E-01  2.20E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.98E-19  6.27E-19  2.10E-17  2.61E-18
  7.60E-01  2.00E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.47E-19  5.50E-19  1.91E-17  2.58E-18
  7.50E-01  1.81E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.01E-19  4.80E-19  1.73E-17  2.56E-18
  7.40E-01  1.64E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.60E-19  4.17E-19  1.57E-17  2.53E-18
  7.30E-01  1.47E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.24E-19  3.61E-19  1.41E-17  2.50E-18
  7.14E-01  1.24E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.74E-19  2.84E-19  1.19E-17  2.46E-18
  7.10E-01  1.18E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.63E-19  2.67E-19  1.14E-17  2.45E-18
  7.00E-01  1.05E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.38E-19  2.28E-19  1.02E-17  2.42E-18
  6.90E-01  9.35E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.17E-19  1.94E-19  9.04E-18  2.40E-18
  6.80E-01  8.27E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.80E-20  1.64E-19  8.01E-18  2.37E-18
  6.70E-01  7.28E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.17E-20  1.38E-19  7.06E-18  2.34E-18
  6.60E-01  6.38E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.77E-20  1.15E-19  6.20E-18  2.32E-18
  6.50E-01  5.57E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.58E-20  9.56E-20  5.42E-18  2.29E-18
  6.40E-01  4.84E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.57E-20  7.90E-20  4.71E-18  2.26E-18
  6.30E-01  4.18E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.72E-20  6.48E-20  4.08E-18  2.23E-18
  6.25E-01  3.88E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.34E-20  5.86E-20  3.78E-18  2.22E-18
  6.20E-01  3.59E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.00E-20  5.28E-20  3.51E-18  2.20E-18
  6.10E-01  3.07E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.40E-20  4.27E-20  3.00E-18  2.18E-18
  6.00E-01  2.61E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.91E-20  3.43E-20  2.55E-18  2.12E-18
  5.90E-01  2.20E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.50E-20  2.74E-20  2.16E-18  2.05E-18
  5.80E-01  1.85E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.17E-20  2.16E-20  1.81E-18  1.98E-18
  5.70E-01  1.54E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.05E-21  1.69E-20  1.51E-18  1.91E-18
  5.60E-01  1.27E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.93E-21  1.31E-20  1.25E-18  1.85E-18
  5.50E-01  1.05E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.24E-21  1.01E-20  1.03E-18  1.79E-18
  5.48E-01  1.41E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.92E-21  9.50E-21  1.40E-18  1.77E-18
  5.40E-01  1.21E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.94E-21  7.69E-21  1.20E-18  1.73E-18
  5.30E-01  9.82E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.93E-21  5.78E-21  9.74E-19  1.67E-18
  5.20E-01  7.92E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.15E-21  4.30E-21  7.85E-19  1.61E-18
  5.10E-01  6.32E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.55E-21  3.16E-21  6.27E-19  1.55E-18
  5.00E-01  5.00E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.11E-21  2.29E-21  4.97E-19  1.50E-18
  4.90E-01  3.92E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.77E-22  1.64E-21  3.89E-19  1.44E-18
  4.88E-01  3.73E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.23E-22  1.53E-21  3.70E-19  1.43E-18
  4.80E-01  3.04E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.39E-22  1.15E-21  3.02E-19  1.39E-18
  4.76E-01  2.73E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.64E-22  9.98E-22  2.72E-19  1.37E-18
  4.70E-01  2.33E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.69E-22  8.00E-22  2.31E-19  1.32E-18
  4.65E-01  2.03E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.03E-22  6.62E-22  2.02E-19  1.26E-18
  4.60E-01  1.76E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.48E-22  5.46E-22  1.75E-19  1.20E-18
  4.55E-01  1.53E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.02E-22  4.48E-22  1.52E-19  1.14E-18
  4.50E-01  1.32E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.63E-22  3.66E-22  1.31E-19  1.09E-18
  4.44E-01  1.10E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.26E-22  2.85E-22  1.09E-19  1.02E-18
  4.35E-01  8.30E-20  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.41E-23  1.93E-22  8.27E-20  9.35E-19
  4.17E-01  4.56E-20  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.56E-23  8.45E-23  4.55E-20  7.81E-19
  4.00E-01  2.47E-20  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.46E-23  3.60E-23  2.46E-20  6.57E-19
  3.85E-01  1.37E-20  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.21E-24  1.58E-23  1.37E-20  5.64E-19
  3.66E-01  6.00E-21  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.83E-24  4.95E-24  6.00E-21  4.62E-19
  3.57E-01  4.05E-21  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.02E-24  2.83E-24  4.05E-21  4.24E-19
  3.33E-01  1.23E-21  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.68E-25  5.07E-25  1.23E-21  3.33E-19
  3.13E-01  4.03E-22  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.07E-26  9.83E-26  4.03E-22  2.71E-19
  3.00E-01  1.84E-22  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.07E-27  2.99E-26  1.84E-22  2.37E-19
  2.94E-01  1.26E-22  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.97E-27  1.66E-26  1.26E-22  2.22E-19
  2.78E-01  4.38E-23  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.86E-28  3.07E-27  4.38E-23  1.96E-19
  2.63E-01  1.54E-23  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.50E-28  5.17E-28  1.54E-23  1.81E-19
  2.50E-01  6.05E-24  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.78E-29  9.22E-29  6.05E-24  1.68E-19
  2.38E-01  2.32E-24  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.46E-30  1.54E-29  2.32E-24  1.57E-19
  2.27E-01  6.53E-25  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.10E-30  2.61E-30  6.53E-25  1.47E-19
  2.17E-01  1.06E-25  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.10E-31  4.82E-31  1.06E-25  1.48E-19
  2.08E-01  1.42E-26  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.16E-32  1.02E-31  1.42E-26  1.54E-19
  2.00E-01  2.08E-27  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.32E-32  2.08E-27  1.60E-19
  1.92E-01  2.82E-28  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.82E-28  1.65E-19
  1.85E-01  4.57E-29  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.57E-29  1.69E-19
  1.79E-01  9.07E-30  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.07E-30  1.66E-19
  1.72E-01  1.26E-30  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.26E-30  1.60E-19
  1.67E-01  2.90E-31  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.90E-31  1.55E-19
  1.61E-01  4.60E-32  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.60E-32  1.49E-19
  1.56E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.45E-19
  1.52E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.41E-19
  1.47E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.34E-19
  1.43E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.28E-19
  1.39E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.22E-19
  1.35E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.16E-19
  1.32E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.11E-19
  1.28E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.05E-19
  1.25E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.00E-19
  1.22E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.58E-20
  1.19E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.11E-20
  1.16E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.65E-20
  1.14E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.35E-20
  1.11E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.92E-20
  1.08E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.25E-20
  1.05E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.64E-20
  1.03E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.25E-20
  1.00E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.71E-20
  9.75E-02  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.15E-20
  9.50E-02  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.65E-20
  9.25E-02  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.19E-20
  9.08E-02  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.90E-20
