 #   Flux in [erg/s/Hz/ster] per g IM
 # wel(mu)  emis_tot  emis_c    emis_Si   emis_pol  emi_Dark  emi_vgr   emi_vsi   epah_s+b  ISRF j_v
  8.40E-01  3.83E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.60E-19  1.48E-18  3.59E-17  2.78E-18
  8.33E-01  3.63E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.87E-19  1.37E-18  3.40E-17  2.76E-18
  8.20E-01  3.27E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.63E-19  1.19E-18  3.08E-17  2.73E-18
  8.10E-01  3.01E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.77E-19  1.06E-18  2.84E-17  2.71E-18
  8.00E-01  2.77E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.98E-19  9.38E-19  2.62E-17  2.68E-18
  7.90E-01  2.54E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.27E-19  8.31E-19  2.40E-17  2.66E-18
  7.80E-01  2.32E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.63E-19  7.33E-19  2.20E-17  2.63E-18
  7.70E-01  2.12E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.05E-19  6.45E-19  2.01E-17  2.61E-18
  7.60E-01  1.92E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.53E-19  5.65E-19  1.83E-17  2.58E-18
  7.50E-01  1.74E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.06E-19  4.93E-19  1.66E-17  2.56E-18
  7.40E-01  1.58E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.65E-19  4.28E-19  1.51E-17  2.53E-18
  7.30E-01  1.42E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.28E-19  3.71E-19  1.36E-17  2.50E-18
  7.14E-01  1.19E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.77E-19  2.92E-19  1.15E-17  2.46E-18
  7.10E-01  1.14E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.66E-19  2.74E-19  1.10E-17  2.45E-18
  7.00E-01  1.02E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.41E-19  2.34E-19  9.78E-18  2.42E-18
  6.90E-01  9.02E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.19E-19  1.99E-19  8.70E-18  2.40E-18
  6.80E-01  7.97E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.96E-20  1.68E-19  7.70E-18  2.37E-18
  6.70E-01  7.02E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.31E-20  1.41E-19  6.79E-18  2.34E-18
  6.60E-01  6.15E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.88E-20  1.18E-19  5.97E-18  2.32E-18
  6.50E-01  5.37E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.67E-20  9.82E-20  5.21E-18  2.29E-18
  6.40E-01  4.66E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.65E-20  8.11E-20  4.53E-18  2.26E-18
  6.30E-01  4.03E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.78E-20  6.66E-20  3.92E-18  2.23E-18
  6.25E-01  3.74E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.40E-20  6.02E-20  3.64E-18  2.22E-18
  6.20E-01  3.46E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.05E-20  5.43E-20  3.38E-18  2.20E-18
  6.10E-01  2.96E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.44E-20  4.39E-20  2.89E-18  2.18E-18
  6.00E-01  2.51E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.94E-20  3.53E-20  2.46E-18  2.12E-18
  5.90E-01  2.12E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.53E-20  2.81E-20  2.08E-18  2.05E-18
  5.80E-01  1.78E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.19E-20  2.22E-20  1.74E-18  1.98E-18
  5.70E-01  1.48E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.21E-21  1.74E-20  1.46E-18  1.91E-18
  5.60E-01  1.23E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.04E-21  1.35E-20  1.20E-18  1.85E-18
  5.50E-01  1.01E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.33E-21  1.04E-20  9.90E-19  1.79E-18
  5.48E-01  1.31E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.00E-21  9.76E-21  1.29E-18  1.77E-18
  5.40E-01  1.12E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.01E-21  7.90E-21  1.11E-18  1.73E-18
  5.30E-01  9.09E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.98E-21  5.94E-21  9.00E-19  1.67E-18
  5.20E-01  7.33E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.18E-21  4.42E-21  7.26E-19  1.61E-18
  5.10E-01  5.85E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.58E-21  3.24E-21  5.80E-19  1.55E-18
  5.00E-01  4.63E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.13E-21  2.35E-21  4.59E-19  1.50E-18
  4.90E-01  3.62E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.90E-22  1.68E-21  3.60E-19  1.44E-18
  4.88E-01  3.45E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.35E-22  1.57E-21  3.42E-19  1.43E-18
  4.80E-01  2.81E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.49E-22  1.19E-21  2.79E-19  1.39E-18
  4.76E-01  2.53E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.72E-22  1.03E-21  2.51E-19  1.37E-18
  4.70E-01  2.15E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.75E-22  8.22E-22  2.14E-19  1.32E-18
  4.65E-01  1.88E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.08E-22  6.80E-22  1.87E-19  1.26E-18
  4.60E-01  1.63E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.52E-22  5.61E-22  1.62E-19  1.20E-18
  4.55E-01  1.41E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.05E-22  4.60E-22  1.40E-19  1.14E-18
  4.50E-01  1.22E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.66E-22  3.76E-22  1.21E-19  1.09E-18
  4.44E-01  1.02E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.28E-22  2.93E-22  1.01E-19  1.02E-18
  4.35E-01  7.67E-20  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.55E-23  1.99E-22  7.65E-20  9.35E-19
  4.17E-01  4.22E-20  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.62E-23  8.68E-23  4.21E-20  7.81E-19
  4.00E-01  2.28E-20  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.49E-23  3.70E-23  2.28E-20  6.57E-19
  3.85E-01  1.27E-20  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.32E-24  1.63E-23  1.27E-20  5.64E-19
  3.66E-01  5.55E-21  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.86E-24  5.08E-24  5.54E-21  4.62E-19
  3.57E-01  3.75E-21  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.03E-24  2.91E-24  3.74E-21  4.24E-19
  3.33E-01  1.14E-21  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.71E-25  5.21E-25  1.14E-21  3.33E-19
  3.13E-01  3.74E-22  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.12E-26  1.01E-25  3.74E-22  2.71E-19
  3.00E-01  1.71E-22  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.22E-27  3.07E-26  1.71E-22  2.37E-19
  2.94E-01  1.18E-22  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.05E-27  1.71E-26  1.18E-22  2.22E-19
  2.78E-01  4.14E-23  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.01E-28  3.15E-27  4.14E-23  1.96E-19
  2.63E-01  1.49E-23  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.53E-28  5.31E-28  1.49E-23  1.81E-19
  2.50E-01  6.15E-24  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.83E-29  9.48E-29  6.15E-24  1.68E-19
  2.38E-01  2.60E-24  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.55E-30  1.58E-29  2.60E-24  1.57E-19
  2.27E-01  7.96E-25  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.12E-30  2.68E-30  7.96E-25  1.47E-19
  2.17E-01  1.20E-25  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.13E-31  4.95E-31  1.20E-25  1.48E-19
  2.08E-01  1.47E-26  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.21E-32  1.04E-31  1.47E-26  1.54E-19
  2.00E-01  2.05E-27  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.39E-32  2.05E-27  1.60E-19
  1.92E-01  2.71E-28  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.71E-28  1.65E-19
  1.85E-01  4.35E-29  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.35E-29  1.69E-19
  1.79E-01  8.60E-30  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.60E-30  1.66E-19
  1.72E-01  1.20E-30  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.20E-30  1.60E-19
  1.67E-01  2.77E-31  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.77E-31  1.55E-19
  1.61E-01  4.41E-32  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.41E-32  1.49E-19
  1.56E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.45E-19
  1.52E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.41E-19
  1.47E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.34E-19
  1.43E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.28E-19
  1.39E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.22E-19
  1.35E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.16E-19
  1.32E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.11E-19
  1.28E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.05E-19
  1.25E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.00E-19
  1.22E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.58E-20
  1.19E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.11E-20
  1.16E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.65E-20
  1.14E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.35E-20
  1.11E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.92E-20
  1.08E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.25E-20
  1.05E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.64E-20
  1.03E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.25E-20
  1.00E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.71E-20
  9.75E-02  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.15E-20
  9.50E-02  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.65E-20
  9.25E-02  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.19E-20
  9.08E-02  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.90E-20
