 # Polarisation optical depth (Siebenmorgen 2023, A&A 670A,115; SC 2023 doi: 10.48550/arXiv.2311.03310)
 # wel         sigp_aC     sigp_Si      sigp_dark    sigt
 #----------------------------------------------------------------------------------------
   7.700E-04   1.465E-04   6.541E-05   2.564E-04   6.504E-02
   7.600E-04   1.462E-04   6.184E-05   2.616E-04   6.288E-02
   7.500E-04   1.458E-04   5.861E-05   2.673E-04   6.103E-02
   7.300E-04   1.467E-04   5.370E-05   2.864E-04   6.014E-02
   7.200E-04   1.463E-04   5.234E-05   2.945E-04   6.025E-02
   7.100E-04   1.461E-04   5.159E-05   3.041E-04   6.060E-02
   7.000E-04   1.471E-04   5.071E-05   3.142E-04   6.138E-02
   6.900E-04   1.464E-04   4.914E-05   3.214E-04   6.177E-02
   6.800E-04   1.435E-04   4.696E-05   3.273E-04   6.165E-02
   6.600E-04   1.448E-04   4.308E-05   3.500E-04   6.309E-02
   6.400E-04   1.489E-04   3.803E-05   3.739E-04   6.513E-02
   6.300E-04   1.512E-04   3.591E-05   3.839E-04   6.628E-02
   6.200E-04   1.510E-04   3.570E-05   3.915E-04   6.730E-02
   6.100E-04   1.520E-04   3.573E-05   4.013E-04   6.858E-02
   5.900E-04   1.568E-04   2.983E-05   4.226E-04   7.104E-02
   5.500E-04   1.465E-04   2.319E-05   4.469E-04   7.356E-02
   5.300E-04   1.480E-04   2.123E-05   4.724E-04   7.709E-02
   5.200E-04   1.480E-04   2.024E-05   4.842E-04   7.886E-02
   5.100E-04   1.494E-04   1.922E-05   4.978E-04   8.104E-02
   5.000E-04   1.508E-04   1.823E-05   5.108E-04   8.323E-02
   4.800E-04   1.521E-04   1.677E-05   5.353E-04   8.774E-02
   4.500E-04   1.557E-04   1.512E-05   5.721E-04   9.558E-02
   4.000E-04   1.606E-04   1.361E-05   6.438E-04   1.114E-01
   3.800E-04   1.639E-04   1.354E-05   6.758E-04   1.191E-01
   3.600E-04   1.679E-04   1.390E-05   7.079E-04   1.278E-01
   3.400E-04   1.752E-04   1.484E-05   7.356E-04   1.374E-01
   3.300E-04   1.744E-04   1.558E-05   7.478E-04   1.420E-01
   3.200E-04   1.758E-04   1.650E-05   7.651E-04   1.472E-01
   3.150E-04   1.778E-04   1.709E-05   7.741E-04   1.500E-01
   3.100E-04   1.797E-04   1.774E-05   7.824E-04   1.529E-01
   3.080E-04   1.803E-04   1.801E-05   7.855E-04   1.540E-01
   3.050E-04   1.810E-04   1.845E-05   7.903E-04   1.557E-01
   3.000E-04   1.825E-04   1.928E-05   7.989E-04   1.586E-01
   2.900E-04   1.867E-04   2.121E-05   8.149E-04   1.647E-01
   2.800E-04   1.887E-04   2.363E-05   8.299E-04   1.709E-01
   2.600E-04   1.972E-04   3.041E-05   8.619E-04   1.848E-01
   2.500E-04   2.037E-04   3.513E-05   8.785E-04   1.923E-01
   2.200E-04   2.323E-04   5.826E-05   9.206E-04   2.169E-01
   2.159E-04   2.363E-04   6.296E-05   9.248E-04   2.203E-01
   2.000E-04   2.597E-04   8.684E-05   9.419E-04   2.351E-01
   1.662E-04   3.336E-04   1.919E-04   9.495E-04   2.722E-01
   1.650E-04   3.371E-04   1.980E-04   9.490E-04   2.737E-01
