 #   Flux in [erg/s/Hz/ster] per g IM
 # wel(mu)  emis_tot  emis_c    emis_Si   emis_pol  emi_Dark  emi_vgr   emi_vsi   epah_s+b  ISRF j_v
  8.33E-01  5.93E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.82E-19  2.57E-18  5.57E-17  2.76E-18
  8.20E-01  5.35E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.44E-19  2.22E-18  5.04E-17  2.73E-18
  8.10E-01  4.93E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.49E-19  1.98E-18  4.65E-17  2.71E-18
  8.00E-01  4.53E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.62E-19  1.76E-18  4.29E-17  2.68E-18
  7.90E-01  4.15E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.84E-19  1.56E-18  3.94E-17  2.66E-18
  7.80E-01  3.80E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.12E-19  1.37E-18  3.61E-17  2.63E-18
  7.70E-01  3.46E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.48E-19  1.21E-18  3.30E-17  2.61E-18
  7.60E-01  3.15E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.91E-19  1.06E-18  3.00E-17  2.58E-18
  7.50E-01  2.86E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.39E-19  9.23E-19  2.73E-17  2.56E-18
  7.40E-01  2.58E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.93E-19  8.02E-19  2.47E-17  2.53E-18
  7.30E-01  2.33E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.52E-19  6.94E-19  2.23E-17  2.50E-18
  7.14E-01  1.95E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.96E-19  5.46E-19  1.88E-17  2.46E-18
  7.10E-01  1.87E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.84E-19  5.13E-19  1.80E-17  2.45E-18
  7.00E-01  1.67E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.56E-19  4.38E-19  1.61E-17  2.42E-18
  6.90E-01  1.48E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.31E-19  3.72E-19  1.43E-17  2.40E-18
  6.80E-01  1.31E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.10E-19  3.15E-19  1.27E-17  2.37E-18
  6.70E-01  1.15E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.19E-20  2.65E-19  1.12E-17  2.34E-18
  6.60E-01  1.01E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.62E-20  2.21E-19  9.80E-18  2.32E-18
  6.50E-01  8.81E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.28E-20  1.84E-19  8.56E-18  2.29E-18
  6.40E-01  7.65E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.14E-20  1.52E-19  7.45E-18  2.26E-18
  6.30E-01  6.61E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.18E-20  1.25E-19  6.44E-18  2.23E-18
  6.25E-01  6.13E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.76E-20  1.13E-19  5.98E-18  2.22E-18
  6.20E-01  5.68E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.37E-20  1.02E-19  5.54E-18  2.20E-18
  6.10E-01  4.85E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.70E-20  8.22E-20  4.74E-18  2.18E-18
  6.00E-01  4.12E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.15E-20  6.61E-20  4.04E-18  2.12E-18
  5.90E-01  3.48E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.69E-20  5.26E-20  3.41E-18  2.05E-18
  5.80E-01  2.92E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.32E-20  4.16E-20  2.86E-18  1.98E-18
  5.70E-01  2.43E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.02E-20  3.26E-20  2.39E-18  1.91E-18
  5.60E-01  2.01E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.80E-21  2.53E-20  1.98E-18  1.85E-18
  5.50E-01  1.65E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.90E-21  1.94E-20  1.62E-18  1.79E-18
  5.48E-01  2.09E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.53E-21  1.83E-20  2.06E-18  1.77E-18
  5.40E-01  1.79E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.44E-21  1.48E-20  1.77E-18  1.73E-18
  5.30E-01  1.45E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.29E-21  1.11E-20  1.44E-18  1.67E-18
  5.20E-01  1.17E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.41E-21  8.27E-21  1.16E-18  1.61E-18
  5.10E-01  9.34E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.75E-21  6.08E-21  9.26E-19  1.55E-18
  5.00E-01  7.39E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.25E-21  4.41E-21  7.33E-19  1.50E-18
  4.90E-01  5.79E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.75E-22  3.15E-21  5.75E-19  1.44E-18
  4.88E-01  5.50E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.13E-22  2.94E-21  5.47E-19  1.43E-18
  4.80E-01  4.48E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.07E-22  2.22E-21  4.46E-19  1.39E-18
  4.76E-01  4.04E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.23E-22  1.92E-21  4.01E-19  1.37E-18
  4.70E-01  3.44E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.15E-22  1.54E-21  3.42E-19  1.32E-18
  4.65E-01  2.99E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.41E-22  1.27E-21  2.98E-19  1.26E-18
  4.60E-01  2.60E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.79E-22  1.05E-21  2.59E-19  1.20E-18
  4.55E-01  2.25E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.27E-22  8.62E-22  2.24E-19  1.14E-18
  4.50E-01  1.94E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.84E-22  7.04E-22  1.94E-19  1.09E-18
  4.44E-01  1.62E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.42E-22  5.48E-22  1.62E-19  1.02E-18
  4.35E-01  1.22E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.46E-23  3.72E-22  1.22E-19  9.35E-19
  4.17E-01  6.73E-20  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.01E-23  1.63E-22  6.71E-20  7.81E-19
  4.00E-01  3.64E-20  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.65E-23  6.92E-23  3.63E-20  6.57E-19
  3.85E-01  2.02E-20  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.99E-24  3.05E-23  2.02E-20  5.64E-19
  3.66E-01  8.85E-21  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.06E-24  9.52E-24  8.84E-21  4.62E-19
  3.57E-01  5.98E-21  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.14E-24  5.44E-24  5.97E-21  4.24E-19
  3.33E-01  1.81E-21  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.89E-25  9.76E-25  1.81E-21  3.33E-19
  3.13E-01  5.98E-22  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.45E-26  1.89E-25  5.97E-22  2.71E-19
  3.00E-01  2.74E-22  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.02E-26  5.76E-26  2.74E-22  2.37E-19
  2.94E-01  1.88E-22  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.59E-27  3.20E-26  1.88E-22  2.22E-19
  2.78E-01  6.66E-23  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.97E-28  5.90E-27  6.66E-23  1.96E-19
  2.63E-01  2.44E-23  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.69E-28  9.95E-28  2.44E-23  1.81E-19
  2.50E-01  1.03E-23  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.13E-29  1.77E-28  1.03E-23  1.68E-19
  2.38E-01  4.68E-24  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.15E-30  2.96E-29  4.68E-24  1.57E-19
  2.27E-01  1.53E-24  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.24E-30  5.03E-30  1.53E-24  1.47E-19
  2.17E-01  2.17E-25  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.36E-31  9.27E-31  2.17E-25  1.48E-19
  2.08E-01  2.49E-26  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.96E-31  2.49E-26  1.54E-19
  2.00E-01  3.38E-27  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.47E-32  3.38E-27  1.60E-19
  1.92E-01  4.41E-28  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.41E-28  1.65E-19
  1.85E-01  7.05E-29  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.05E-29  1.69E-19
  1.79E-01  1.39E-29  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.39E-29  1.66E-19
  1.72E-01  1.95E-30  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.95E-30  1.60E-19
  1.67E-01  4.51E-31  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.51E-31  1.55E-19
  1.61E-01  7.23E-32  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.23E-32  1.49E-19
  1.56E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.45E-19
  1.52E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.41E-19
  1.47E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.34E-19
  1.43E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.28E-19
  1.39E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.22E-19
  1.35E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.16E-19
  1.32E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.11E-19
  1.28E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.05E-19
  1.25E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.00E-19
  1.22E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.58E-20
  1.19E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.11E-20
  1.16E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.65E-20
  1.14E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.35E-20
  1.11E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.92E-20
  1.08E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.25E-20
  1.05E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.64E-20
  1.03E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.25E-20
  1.00E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.71E-20
  9.75E-02  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.15E-20
  9.50E-02  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.65E-20
  9.25E-02  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.19E-20
  9.08E-02  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.90E-20
