 # Polarisation optical depth (Siebenmorgen 2023, A&A 670A,115; SC 2023 doi: 10.48550/arXiv.2311.03310)
 # wel         sigp_aC     sigp_Si      sigp_dark    sigt
 #----------------------------------------------------------------------------------------
   1.000E-04   5.288E-03   1.651E-03   1.336E-03   4.246E-01
   9.500E-05   5.577E-03   1.870E-03   1.275E-03   4.570E-01
   9.300E-05   5.691E-03   1.964E-03   1.249E-03   4.711E-01
   9.200E-05   5.748E-03   2.012E-03   1.236E-03   4.785E-01
   9.100E-05   5.803E-03   2.061E-03   1.223E-03   4.860E-01
   9.000E-05   5.859E-03   2.112E-03   1.210E-03   4.937E-01
   8.900E-05   5.915E-03   2.163E-03   1.196E-03   5.016E-01
   8.800E-05   5.972E-03   2.216E-03   1.182E-03   5.098E-01
   8.700E-05   6.028E-03   2.269E-03   1.168E-03   5.183E-01
   8.600E-05   6.086E-03   2.324E-03   1.154E-03   5.270E-01
   8.500E-05   6.145E-03   2.380E-03   1.140E-03   5.360E-01
   8.400E-05   6.207E-03   2.437E-03   1.126E-03   5.453E-01
   8.330E-05   6.250E-03   2.478E-03   1.116E-03   5.521E-01
   8.200E-05   6.332E-03   2.555E-03   1.097E-03   5.651E-01
   8.100E-05   6.397E-03   2.616E-03   1.082E-03   5.755E-01
   8.000E-05   6.463E-03   2.678E-03   1.067E-03   5.863E-01
   7.900E-05   6.529E-03   2.742E-03   1.052E-03   5.976E-01
   7.800E-05   6.594E-03   2.807E-03   1.037E-03   6.092E-01
   7.700E-05   6.659E-03   2.873E-03   1.021E-03   6.212E-01
   7.600E-05   6.723E-03   2.941E-03   1.005E-03   6.336E-01
   7.500E-05   6.784E-03   3.011E-03   9.888E-04   6.463E-01
   7.400E-05   6.843E-03   3.083E-03   9.721E-04   6.593E-01
   7.300E-05   6.900E-03   3.156E-03   9.553E-04   6.728E-01
   7.140E-05   6.983E-03   3.278E-03   9.282E-04   6.949E-01
   7.100E-05   7.003E-03   3.309E-03   9.214E-04   7.006E-01
   7.000E-05   7.049E-03   3.388E-03   9.042E-04   7.151E-01
   6.900E-05   7.093E-03   3.469E-03   8.868E-04   7.299E-01
   6.800E-05   7.134E-03   3.552E-03   8.692E-04   7.452E-01
   6.700E-05   7.171E-03   3.637E-03   8.512E-04   7.608E-01
   6.600E-05   7.206E-03   3.724E-03   8.331E-04   7.769E-01
   6.500E-05   7.237E-03   3.813E-03   8.148E-04   7.935E-01
   6.400E-05   7.264E-03   3.905E-03   7.965E-04   8.106E-01
   6.300E-05   7.288E-03   3.997E-03   7.780E-04   8.281E-01
   6.250E-05   7.298E-03   4.044E-03   7.686E-04   8.371E-01
   6.200E-05   7.305E-03   4.092E-03   7.592E-04   8.461E-01
   6.100E-05   7.317E-03   4.189E-03   7.401E-04   8.646E-01
   6.000E-05   7.322E-03   4.287E-03   7.205E-04   8.835E-01
   5.900E-05   7.318E-03   4.387E-03   7.007E-04   9.028E-01
   5.800E-05   7.304E-03   4.488E-03   6.806E-04   9.226E-01
   5.700E-05   7.279E-03   4.590E-03   6.603E-04   9.426E-01
   5.600E-05   7.240E-03   4.694E-03   6.398E-04   9.628E-01
   5.500E-05   7.190E-03   4.799E-03   6.190E-04   9.832E-01
   5.477E-05   7.176E-03   4.823E-03   6.142E-04   9.883E-01
   5.400E-05   7.126E-03   4.903E-03   5.981E-04   1.004E+00
   5.300E-05   7.049E-03   5.009E-03   5.771E-04   1.025E+00
   5.200E-05   6.959E-03   5.115E-03   5.560E-04   1.046E+00
   5.100E-05   6.855E-03   5.221E-03   5.350E-04   1.067E+00
   5.000E-05   6.739E-03   5.329E-03   5.140E-04   1.088E+00
   4.900E-05   6.609E-03   5.436E-03   4.930E-04   1.109E+00
   4.880E-05   6.582E-03   5.457E-03   4.888E-04   1.113E+00
   4.800E-05   6.467E-03   5.544E-03   4.722E-04   1.130E+00
   4.760E-05   6.408E-03   5.588E-03   4.639E-04   1.139E+00
   4.700E-05   6.315E-03   5.653E-03   4.514E-04   1.152E+00
   4.650E-05   6.234E-03   5.708E-03   4.411E-04   1.163E+00
   4.600E-05   6.152E-03   5.765E-03   4.309E-04   1.174E+00
   4.550E-05   6.065E-03   5.824E-03   4.206E-04   1.185E+00
   4.500E-05   5.977E-03   5.884E-03   4.105E-04   1.196E+00
   4.440E-05   5.867E-03   5.956E-03   3.983E-04   1.209E+00
